date,1. open,2. high,3. low,4. close,5. volume
2020-05-26,195.8,196.27,192.76,193.22,9662200.0
2020-05-27,194.31,194.31,188.52,192.82,7650300.0
2020-05-28,193.54,198.29,192.71,194.26,8352200.0
2020-05-29,194.5,196.74,193.28,195.24,10213500.0
2020-06-01,194.71,195.88,193.52,194.35,6011300.0
2020-06-02,195.94,197.52,194.92,196.36,8462100.0
2020-06-03,198.0,198.14,195.57,196.87,8879400.0
2020-06-04,195.98,196.46,193.12,193.64,7829800.0
2020-06-05,196.2,199.77,195.48,199.61,8561200.0
2020-06-08,199.58,199.96,197.13,199.6,7628100.0
2020-06-09,198.36,201.67,198.24,199.08,6892300.0
2020-06-10,199.9,202.18,198.95,200.48,8405300.0
2020-06-11,195.14,196.36,188.75,188.88,11974600.0
2020-06-12,194.21,195.0,187.85,192.26,11702900.0
2020-06-15,187.0,192.48,186.21,191.76,6752700.0
2020-06-16,196.86,198.38,191.8,192.88,11057200.0
2020-06-17,193.66,195.37,193.06,193.56,5962700.0
2020-06-18,192.6,194.25,192.11,193.91,5803200.0
2020-06-19,196.89,197.1,191.37,192.2,11483300.0
2020-06-22,191.99,196.36,191.29,194.96,6674500.0
2020-06-23,196.25,200.15,195.82,197.97,9866800.0
2020-06-24,197.02,197.48,190.69,191.41,9453100.0
2020-06-25,191.1,194.24,189.9,193.98,9936600.0
2020-06-26,193.1,194.13,189.08,189.27,11836000.0
2020-06-29,189.91,191.45,187.3001,191.38,8020373.0
2020-06-30,191.49,193.75,190.16,193.17,9040100.0
2020-07-01,193.85,195.35,192.66,193.78,6394100.0
2020-07-02,196.0,197.92,195.0,195.67,6296600.0
2020-07-06,198.73,199.18,195.68,197.76,7292200.0
2020-07-07,196.81,198.9,193.81,194.2,7660100.0
2020-07-08,195.08,195.52,193.12,195.07,8368000.0
2020-07-09,195.0,195.49,189.95,192.21,8548200.0
2020-07-10,191.65,192.82,189.44,192.55,7674200.0
2020-07-13,193.61,195.19,188.7,189.02,8564100.0
2020-07-14,189.5,193.47,187.18,193.33,8003900.0
2020-07-15,195.23,197.77,194.5,196.55,7681100.0
2020-07-16,195.33,195.71,192.52,193.5,5064000.0
2020-07-17,194.83,195.57,193.12,195.09,6395000.0
2020-07-20,194.74,199.48,193.67,198.47,6985300.0
2020-07-21,200.0,200.17,195.68,196.48,7219400.0
2020-07-22,196.48,199.0,196.25,198.86,6823385.0
2020-07-23,198.44,200.95,196.43,197.43,6106708.0
2020-07-24,195.67,197.48,194.03,195.15,7160336.0
2020-07-27,195.16,197.81,194.2,196.91,5604702.0
2020-07-28,197.69,199.365,196.71,196.74,6897278.0
2020-07-29,193.09,198.89,193.05,198.58,9471295.0
2020-07-30,195.2,196.56,192.12,194.06,10499358.0
2020-07-31,194.42,194.69,189.44,190.4,14186004.0
2020-08-03,191.8,193.34,190.2105,190.69,11407911.0
2020-08-04,191.13,192.94,190.08,192.29,8203979.0
2020-08-05,193.56,198.18,193.1,196.1,8907332.0
2020-08-06,195.98,198.92,194.79,198.77,7480317.0
2020-08-07,197.59,197.98,195.3,196.36,5653969.0
2020-08-10,196.36,198.31,195.33,196.79,5525401.0
2020-08-11,197.82,202.89,196.335,197.77,11549610.0
2020-08-12,199.0,200.23,198.24,198.74,5432755.0
2020-08-13,197.13,199.94,197.03,197.58,7014804.0
2020-08-14,197.01,198.07,195.77,196.64,5014416.0
2020-08-17,197.3,200.46,196.71,199.43,6244155.0
2020-08-18,199.98,200.1,196.8223,199.01,6519888.0
2020-08-19,198.92,202.8425,198.9,200.99,9467594.0
2020-08-20,199.9,204.44,199.6,204.15,8849171.0
2020-08-21,204.5,205.14,203.34,204.13,9998308.0
2020-08-24,205.01,206.45,204.67,206.41,6159596.0
2020-08-25,207.19,208.2,205.5407,208.1,5828348.0
2020-08-26,208.1,210.8,207.3025,210.26,7035221.0
2020-08-27,211.21,212.18,209.05,211.03,8619578.0
2020-08-28,212.0,216.16,211.22,215.71,7349837.0
2020-08-31,215.54,215.96,211.56,211.99,9326852.0
2020-09-01,212.21,213.89,211.12,213.35,5648766.0
2020-09-02,214.13,217.35,213.77,216.48,9863801.0
2020-09-03,214.93,214.93,207.09,208.96,11310193.0
2020-09-04,208.49,210.5,200.15,204.66,13243604.0
2020-09-08,200.78,202.25,199.214,200.12,14186879.0
2020-09-09,204.35,206.29,201.9462,204.06,7532626.0
2020-09-10,204.86,207.0,200.45,201.54,7242970.0
2020-09-11,201.58,202.41,198.91,200.68,7439317.0
2020-09-14,203.35,206.41,203.14,204.98,11730452.0
2020-09-15,206.75,208.21,204.77,205.39,6328575.0
2020-09-16,206.74,207.745,204.95,205.13,6135541.0
2020-09-17,202.85,205.58,202.0,205.27,7474944.0
2020-09-18,205.47,205.72,201.72,202.61,9084141.0
2020-09-21,199.91,201.25,194.7,197.45,9656041.0
2020-09-22,198.09,200.71,196.8,200.56,7543137.0
2020-09-23,200.8,201.09,194.57,195.37,6310558.0
2020-09-24,195.15,197.67,193.13,195.52,9865265.0
2020-09-25,195.02,198.14,193.51,197.25,5496052.0
2020-09-28,200.63,201.72,199.83,200.32,5565280.0
2020-09-29,200.58,202.38,199.37,199.44,5559814.0
2020-09-30,200.85,202.54,198.89,199.97,9157591.0
2020-10-01,202.21,205.195,201.6357,203.35,7234628.0
2020-10-02,200.0,202.83,199.4,201.46,6019734.0
2020-10-05,202.71,203.65,201.05,203.54,6090528.0
2020-10-06,204.11,205.1,199.71,200.45,5841141.0
2020-10-07,202.0,202.79,199.99,202.47,6713433.0
2020-10-08,204.0,204.3,202.23,202.98,3955634.0
