date,1. open,2. high,3. low,4. close,5. volume
2020-08-05,1476.82,1490.0,1471.215,1479.09,1457518.0
2020-08-06,1476.15,1506.27,1471.9,1504.95,1665261.0
2020-08-07,1509.04,1520.09,1486.27,1498.37,1386294.0
2020-08-10,1490.8,1507.15,1477.4901,1496.82,1027329.0
2020-08-11,1494.0,1510.44,1478.19,1480.54,1554853.0
2020-08-12,1487.1245,1511.67,1485.0,1507.24,1126560.0
2020-08-13,1508.21,1536.9744,1508.21,1516.65,1119711.0
2020-08-14,1513.61,1519.785,1499.0,1504.63,1097059.0
2020-08-17,1515.97,1523.78,1505.0,1516.24,998010.0
2020-08-18,1526.12,1557.37,1521.665,1555.78,1418850.0
2020-08-19,1552.49,1568.86,1540.0,1544.61,1523592.0
2020-08-20,1539.97,1580.17,1534.46,1576.25,1319131.0
2020-08-21,1571.8,1591.88,1562.31,1575.57,1742275.0
2020-08-24,1592.47,1608.78,1575.04,1585.15,1281893.0
2020-08-25,1580.1,1608.88,1577.88,1605.85,1257463.0
2020-08-26,1606.3,1652.79,1600.9754,1644.13,2609363.0
2020-08-27,1646.61,1647.99,1618.8137,1628.52,1567503.0
2020-08-28,1629.47,1641.35,1625.605,1639.43,1121195.0
2020-08-31,1643.57,1644.5,1625.33,1629.53,1321097.0
2020-09-01,1632.16,1659.22,1629.53,1655.08,1133766.0
2020-09-02,1668.01,1726.1022,1660.19,1717.39,2476072.0
2020-09-03,1699.52,1700.0,1607.71,1629.51,3186287.0
2020-09-04,1609.0,1634.99,1537.9701,1581.21,2792533.0
2020-09-08,1525.0,1555.55,1516.5,1523.6,2701586.0
2020-09-09,1548.9,1558.72,1525.17,1547.23,1962078.0
2020-09-10,1550.18,1573.66,1520.0,1526.05,1651194.0
2020-09-11,1528.15,1538.695,1493.02,1515.76,1535337.0
2020-09-14,1531.6471,1557.0,1505.11,1508.83,2133007.0
2020-09-15,1527.89,1550.99,1522.1,1535.12,1152055.0
2020-09-16,1542.48,1554.37,1511.59,1512.09,1107169.0
2020-09-17,1485.81,1498.66,1462.46,1487.04,2000356.0
2020-09-18,1488.3,1495.2,1431.62,1451.09,3152788.0
2020-09-21,1431.62,1440.06,1402.68,1430.14,2845405.0
2020-09-22,1450.32,1463.97,1429.495,1459.82,1697542.0
2020-09-23,1452.09,1453.08,1402.68,1409.39,1886299.0
2020-09-24,1402.68,1437.99,1402.15,1422.86,1727611.0
2020-09-25,1425.05,1445.94,1407.68,1439.06,1516677.0
2020-09-28,1471.99,1472.99,1446.28,1458.66,1539236.0
2020-09-29,1463.91,1472.0,1454.0,1466.02,1591112.0
2020-09-30,1460.935,1486.1975,1455.755,1465.6,2046170.0
2020-10-01,1483.6608,1495.07,1476.8,1487.9,1644221.0
2020-10-02,1459.63,1479.03,1447.35,1455.6,1561132.0
2020-10-05,1462.65,1484.7,1460.09,1482.83,1080058.0
2020-10-06,1475.5,1484.52,1445.01,1451.02,1304752.0
2020-10-07,1459.31,1468.97,1433.23,1459.14,1805448.0
2020-10-08,1465.45,1488.0275,1465.45,1483.43,1303802.0
2020-10-09,1492.86,1511.85,1487.0,1510.45,1648340.0
2020-10-12,1538.0,1588.42,1529.3,1564.59,2767164.0
2020-10-13,1577.01,1585.16,1558.63,1567.07,1953609.0
2020-10-14,1574.6,1583.85,1545.895,1563.44,1659228.0
2020-10-15,1544.5,1571.395,1541.1301,1555.47,1561485.0
2020-10-16,1561.83,1577.71,1557.66,1567.7,1710325.0
2020-10-19,1575.93,1583.925,1522.92,1529.95,1486652.0
2020-10-20,1523.11,1573.84,1520.5,1551.08,2085915.0
2020-10-21,1569.85,1615.14,1567.135,1585.99,3016053.0
2020-10-22,1585.0,1613.42,1577.48,1606.66,1525773.0
2020-10-23,1615.05,1634.12,1611.91,1632.98,1527402.0
2020-10-26,1615.0,1629.58,1567.78,1584.29,1791317.0
2020-10-27,1588.9319,1602.0,1576.99,1598.88,1295138.0
2020-10-28,1550.01,1553.81,1508.48,1510.8,2258675.0
2020-10-29,1517.02,1588.735,1516.55,1556.88,2770343.0
2020-10-30,1667.44,1681.315,1601.57,1616.11,4996197.0
2020-11-02,1623.54,1658.24,1614.24,1624.32,2211449.0
2020-11-03,1630.76,1659.0,1612.108,1645.66,1571641.0
2020-11-04,1705.5803,1770.03,1703.0,1745.85,3567149.0
2020-11-05,1770.45,1791.818,1741.03,1762.5,1987907.0
2020-11-06,1751.34,1768.495,1736.68,1759.73,1431084.0
2020-11-09,1795.98,1816.89,1757.545,1761.42,2672024.0
2020-11-10,1729.77,1759.38,1716.12,1737.72,2151058.0
2020-11-11,1748.4,1762.9,1743.06,1747.23,1591906.0
2020-11-12,1742.0,1764.98,1737.97,1742.82,1324363.0
2020-11-13,1748.0,1777.13,1735.98,1772.26,1487877.0
2020-11-16,1764.14,1794.34,1761.33,1774.03,1273393.0
2020-11-17,1767.86,1777.14,1759.49,1761.66,1066034.0
2020-11-18,1756.64,1765.0,1738.5658,1740.64,1005377.0
2020-11-19,1733.23,1763.49,1730.02,1758.57,1005340.0
2020-11-20,1762.0,1768.3625,1735.0,1736.38,1385322.0
2020-11-23,1740.22,1745.99,1710.18,1727.56,1127618.0
2020-11-24,1727.5,1766.475,1720.73,1763.9,1360436.0
2020-11-25,1767.81,1770.38,1748.36,1764.13,979957.0
2020-11-27,1764.54,1797.01,1764.54,1787.02,739507.0
2020-11-30,1775.65,1780.335,1747.84,1754.4,1620887.0
2020-12-01,1766.655,1821.7199,1763.03,1795.36,1861965.0
2020-12-02,1795.36,1832.74,1785.1695,1824.97,1471235.0
2020-12-03,1820.54,1843.83,1817.0,1821.84,1236366.0
2020-12-04,1820.22,1829.4994,1813.59,1823.76,1027242.0
2020-12-07,1815.55,1829.29,1803.04,1817.03,1114391.0
2020-12-08,1808.52,1815.97,1791.28,1811.33,996768.0
2020-12-09,1810.36,1828.37,1762.0001,1777.86,1586426.0
2020-12-10,1762.6,1774.99,1733.527,1767.65,1434416.0
2020-12-11,1760.0,1777.31,1752.74,1774.8,931431.0
2020-12-14,1770.72,1789.8,1749.13,1752.26,1652471.0
2020-12-15,1759.86,1764.0,1741.67,1761.08,1068292.0
2020-12-16,1769.11,1769.11,1749.06,1757.19,1233836.0
2020-12-17,1763.93,1766.71,1731.15,1740.51,1744005.0
2020-12-18,1746.1702,1748.36,1715.0,1726.22,4262837.0
2020-12-21,1709.13,1737.0,1694.0,1734.56,1698707.0
2020-12-22,1729.33,1732.6123,1705.78,1720.22,1018829.0
2020-12-23,1723.93,1744.11,1721.2,1728.23,1148684.0
2020-12-24,1729.0,1742.41,1724.35,1734.16,465638.0
