date,1. open,2. high,3. low,4. close,5. volume
2020-10-19,220.415,222.3,213.72,214.22,27625841.0
2020-10-20,215.8,217.37,213.0901,214.65,22753511.0
2020-10-21,213.12,216.92,213.12,214.8,22724906.0
2020-10-22,213.93,216.055,211.7,214.89,22351450.0
2020-10-23,215.03,216.28,213.16,216.23,18879608.0
2020-10-26,213.85,216.3399,208.1,210.08,37111561.0
2020-10-27,211.59,214.67,210.329,213.25,36700325.0
2020-10-28,207.67,208.84,202.1,202.68,51195593.0
2020-10-29,204.07,207.36,203.37,204.72,31432563.0
2020-10-30,203.5,204.29,199.62,202.47,36980111.0
2020-11-02,204.29,205.28,200.12,202.33,30842163.0
2020-11-03,203.89,208.12,203.12,206.43,27512030.0
2020-11-04,214.02,218.32,212.4185,216.39,42311777.0
2020-11-05,222.04,224.12,221.15,223.29,36080137.0
2020-11-06,222.26,224.36,218.03,223.72,25231895.0
2020-11-09,224.435,228.12,217.88,218.39,44394950.0
2020-11-10,214.5,216.5,209.72,211.01,44045120.0
2020-11-11,212.39,218.04,212.2,216.55,29440788.0
2020-11-12,217.21,219.11,214.46,215.44,21616115.0
2020-11-13,216.36,217.42,214.16,216.51,18630307.0
2020-11-16,214.87,217.74,214.52,217.23,24953344.0
2020-11-17,216.1,217.68,214.08,214.46,24154112.0
2020-11-18,213.65,215.17,210.93,211.08,28372789.0
2020-11-19,211.38,213.03,209.93,212.42,24792746.0
2020-11-20,212.2,213.285,210.0,210.39,22843119.0
2020-11-23,210.95,212.29,208.16,210.11,25683507.0
2020-11-24,209.59,214.25,208.86,213.86,33830438.0
2020-11-25,215.11,215.29,212.46,213.87,21012887.0
2020-11-27,214.85,216.27,214.04,215.23,14512213.0
2020-11-30,214.1,214.76,210.835,214.07,33064753.0
2020-12-01,214.51,217.32,213.35,216.21,30498026.0
2020-12-02,214.88,215.47,212.8,215.37,23724509.0
2020-12-03,214.61,216.3757,213.65,214.24,25120922.0
2020-12-04,214.22,215.38,213.18,214.36,24666039.0
2020-12-07,214.37,215.54,212.99,214.29,24619997.0
2020-12-08,213.97,216.95,212.89,216.01,23284094.0
2020-12-09,215.16,215.225,211.214,211.8,32440603.0
2020-12-10,211.77,213.08,210.36,210.52,26467017.0
2020-12-11,210.05,213.32,209.11,213.26,30979440.0
2020-12-14,213.1,216.21,212.88,214.2,28798379.0
2020-12-15,215.165,215.42,212.24,214.13,27018106.0
2020-12-16,214.75,220.11,214.72,219.28,35023253.0
2020-12-17,219.87,220.89,217.92,219.42,32515784.0
2020-12-18,218.59,219.69,216.02,218.59,63354922.0
2020-12-21,217.55,224.0,217.2801,222.59,37181886.0
2020-12-22,222.69,225.63,221.85,223.94,22643397.0
2020-12-23,223.11,223.5589,220.8,221.02,18699638.0
2020-12-24,221.42,223.61,221.2,222.75,10550572.0
2020-12-28,224.45,226.03,223.02,224.96,17762701.0
2020-12-29,226.31,227.18,223.58,224.15,17403213.0
2020-12-30,225.23,225.63,221.47,221.68,20272337.0
2020-12-31,221.7,223.0,219.68,222.42,20942132.0
2021-01-04,222.53,223.0,214.81,217.69,37130139.0
2021-01-05,217.26,218.52,215.7,217.9,23822953.0
2021-01-06,212.17,216.4899,211.94,212.25,35930653.0
2021-01-07,214.04,219.34,213.71,218.29,27694480.0
2021-01-08,218.68,220.58,217.0261,219.62,22956206.0
2021-01-11,218.47,218.91,216.73,217.49,23047029.0
2021-01-12,216.5,217.1,213.3202,214.93,23148341.0
2021-01-13,214.02,216.76,213.9266,216.34,20087080.0
2021-01-14,215.91,217.46,212.74,213.02,29346737.0
2021-01-15,213.52,214.51,212.03,212.65,31746512.0
2021-01-19,213.75,216.98,212.63,216.44,30480859.0
2021-01-20,217.7,225.79,217.2908,224.34,37777260.0
2021-01-21,224.7,226.3,222.42,224.97,30749553.0
2021-01-22,227.08,230.07,225.8,225.95,30172663.0
2021-01-25,229.12,229.78,224.22,229.53,33152095.0
2021-01-26,231.86,234.18,230.08,232.33,49169601.0
2021-01-27,238.0,240.44,230.14,232.9,69870638.0
2021-01-28,235.61,242.64,235.09,238.93,49111159.0
2021-01-29,235.99,238.02,231.35,231.96,42503138.0
2021-02-01,235.06,242.5,232.43,239.65,33314193.0
2021-02-02,241.3,242.31,238.69,239.51,25678356.0
2021-02-03,239.57,245.09,239.26,243.0,27158104.0
2021-02-04,242.66,243.2399,240.37,242.01,25296100.0
2021-02-05,242.23,243.28,240.42,242.2,18054752.0
2021-02-08,243.15,243.68,240.81,242.47,22211929.0
2021-02-09,241.87,244.76,241.38,243.77,23471475.0
2021-02-10,245.0,245.92,240.89,242.82,22117240.0
2021-02-11,244.78,245.15,242.15,244.49,15751059.0
