date,1. open,2. high,3. low,4. close,5. volume
2020-12-04,214.22,215.38,213.18,214.36,24666039.0
2020-12-07,214.37,215.54,212.99,214.29,24619997.0
2020-12-08,213.97,216.95,212.89,216.01,23284094.0
2020-12-09,215.16,215.225,211.214,211.8,32440603.0
2020-12-10,211.77,213.08,210.36,210.52,26467017.0
2020-12-11,210.05,213.32,209.11,213.26,30979440.0
2020-12-14,213.1,216.21,212.88,214.2,28798379.0
2020-12-15,215.165,215.42,212.24,214.13,27018106.0
2020-12-16,214.75,220.11,214.72,219.28,35023253.0
2020-12-17,219.87,220.89,217.92,219.42,32515784.0
2020-12-18,218.59,219.69,216.02,218.59,63354922.0
2020-12-21,217.55,224.0,217.2801,222.59,37181886.0
2020-12-22,222.69,225.63,221.85,223.94,22643397.0
2020-12-23,223.11,223.5589,220.8,221.02,18699638.0
2020-12-24,221.42,223.61,221.2,222.75,10550572.0
2020-12-28,224.45,226.03,223.02,224.96,17762701.0
2020-12-29,226.31,227.18,223.58,224.15,17403213.0
2020-12-30,225.23,225.63,221.47,221.68,20272337.0
2020-12-31,221.7,223.0,219.68,222.42,20942132.0
2021-01-04,222.53,223.0,214.81,217.69,37130139.0
2021-01-05,217.26,218.52,215.7,217.9,23822953.0
2021-01-06,212.17,216.4899,211.94,212.25,35930653.0
2021-01-07,214.04,219.34,213.71,218.29,27694480.0
2021-01-08,218.68,220.58,217.0261,219.62,22956206.0
2021-01-11,218.47,218.91,216.73,217.49,23047029.0
2021-01-12,216.5,217.1,213.3202,214.93,23148341.0
2021-01-13,214.02,216.76,213.9266,216.34,20087080.0
2021-01-14,215.91,217.46,212.74,213.02,29346737.0
2021-01-15,213.52,214.51,212.03,212.65,31746512.0
2021-01-19,213.75,216.98,212.63,216.44,30480859.0
2021-01-20,217.7,225.79,217.2908,224.34,37777260.0
2021-01-21,224.7,226.3,222.42,224.97,30749553.0
2021-01-22,227.08,230.07,225.8,225.95,30172663.0
2021-01-25,229.12,229.78,224.22,229.53,33152095.0
2021-01-26,231.86,234.18,230.08,232.33,49169601.0
